PLZ	Bestimmungsort	Location	Latitude	Longitude
2064	Laa an der Thaya	Laa an der Thaya 2064, Austria	48.7218933	16.3916766
2070	Retz	Retz 2070, Austria	48.756966299999995	15.9511119
2070	Retzbach	Retzbach 2070, Austria	48.76481205	16.013269728935853
2070	Unterretzbach	Unterretzbach 2070, Austria	48.7660054	16.0024953
2073	Schrattenthal	Schrattenthal 2073, Austria	48.716828799999995	15.9086893
2073	Zellerndorf	Zellerndorf 2073, Austria	48.6946184	15.9589781
2074	Retz	Retz 2074, Austria	48.75053735	15.971124516198895
2074	Unterretzbach	Unterretzbach 2074, Austria	48.7660054	16.0024953
2081	Niederfladnitz	Niederfladnitz 2081, Austria	48.796262	15.8957086
2081	Retz	Retz 2081, Austria	48.75053735	15.971124516198895
2081	Weitersfeld	Weitersfeld 2081, Austria	48.781716100000004	15.8115924
2082	Hardegg	Hardegg 2082, Austria	48.844528499999996	15.860190300000003
2083	Hardegg	Hardegg 2083, Austria	48.80786825	15.846883288157894
2084	Weitersfeld	Weitersfeld 2084, Austria	48.781716100000004	15.8115924
2091	Langau	Langau 2091, Austria	48.8322066	15.712488199999997
2091	Weitersfeld	Weitersfeld 2091, Austria	48.781716100000004	15.8115924
2092	Hardegg	Hardegg 2092, Austria	48.8493477	15.78631739614274
2093	Geras	Geras 2093, Austria	48.797474900000005	15.6724733
2094	Drosendorf-Zissersdorf	Drosendorf-Zissersdorf 2094, Austria	48.84833270000001	15.646721583285071
2094	Geras	Geras 2094, Austria	48.797474900000005	15.6724733
2094	Raabs an der Thaya	Raabs an der Thaya 2094, Austria	48.88431375	15.532115796340491
2095	Drosendorf-Zissersdorf	Drosendorf-Zissersdorf 2095, Austria	48.84833270000001	15.646721583285071
2095	Raabs an der Thaya	Raabs an der Thaya 2095, Austria	48.88431375	15.532115796340491
2100	Bisamberg	Bisamberg 2100, Austria	48.331681700000004	16.361601500000003
2100	Korneuburg	Korneuburg 2100, Austria	48.3786748	16.321704999999998
2100	Langenzersdorf	Langenzersdorf 2100, Austria	48.309635899999996	16.3572556
2100	Leobendorf	Leobendorf 2100, Austria	48.3647664	16.30196049060875
2100	Stetten	Stetten 2100, Austria	48.3665574	16.3827824
2102	Bisamberg	Bisamberg 2102, Austria	48.331681700000004	16.361601500000003
2102	Flandorf	Flandorf 2102, Austria	48.34915170000001	16.379578
2102	Hagenbrunn	Hagenbrunn 2102, Austria	48.3327348	16.40673
2102	Klein-Engersdorf	Klein-Engersdorf 2102, Austria	48.3386871	16.3803683
2102	Langenzersdorf	Langenzersdorf 2102, Austria	48.309635899999996	16.3572556
2103	Langenzersdorf	Langenzersdorf 2103, Austria	48.309635899999996	16.3572556
2104	Spillern	Spillern 2104, Austria	48.377100399999996	16.2553521
2105	Leitzersdorf	Leitzersdorf 2105, Austria	48.4205577	16.2464411
2105	Leobendorf	Leobendorf 2105, Austria	48.377419399999994	16.3198352
2105	Oberrohrbach	Oberrohrbach 2105, Austria	48.396941299999995	16.2951465
2105	Unterrohrbach	Unterrohrbach 2105, Austria	48.3858286	16.2790864
2111	Harmannsdorf	Harmannsdorf 2111, Austria	48.3876896	16.3716399
2111	Kleinrötz	Kleinrötz 2111, Austria	48.3979311	16.4058661
2111	Leobendorf	Leobendorf 2111, Austria	48.377419399999994	16.3198352
2111	Mollmannsdorf	Mollmannsdorf 2111, Austria	48.4148019	16.41853882719892
2111	Obergänserndorf	Obergänserndorf 2111, Austria	48.4297444	16.3712366
2111	Rückersdorf	Rückersdorf 2111, Austria	48.3966489	16.3718372
2111	Seebarn	Seebarn 2111, Austria	48.37991029999999	16.3885113
2112	Harmannsdorf	Harmannsdorf 2112, Austria	48.3876896	16.3716399
2112	Kreuttal	Kreuttal 2112, Austria	48.4401172	16.434550299999998
2113	Ernstbrunn	Ernstbrunn 2113, Austria	48.5282016	16.362811400000002
2113	Karnabrunn	Karnabrunn 2113, Austria	48.4604307	16.3696865
2113	Wetzleinsdorf	Wetzleinsdorf 2113, Austria	48.4771089	16.3845489
2114	Großrußbach	Großrußbach 2114, Austria	48.4752034	16.4196266
2114	Hipples	Hipples 2114, Austria	48.5028	16.4125146
2114	Kleinebersdorf	Kleinebersdorf 2114, Austria	48.4950604	16.3929201
2114	Kreuttal	Kreuttal 2114, Austria	48.4401172	16.434550299999998
2114	Weinsteig	Weinsteig 2114, Austria	48.457651500000004	16.4020841
2115	Ernstbrunn	Ernstbrunn 2115, Austria	48.5282016	16.362811400000002
2115	Niederleis	Niederleis 2115, Austria	48.5510618	16.3985327
2116	Ernstbrunn	Ernstbrunn 2116, Austria	48.56527979999999	16.38359945
2116	Niederleis	Niederleis 2116, Austria	48.5510618	16.3985327
2120	Obersdorf	Obersdorf 2120, Austria	48.3701002	16.5236336
2120	Wolkersdorf im Weinviertel	Wolkersdorf im Weinviertel 2120, Austria	48.38189735	16.505247297903125
2122	Münichsthal	Münichsthal 2122, Austria	48.387062	16.472185800000002
2122	Pfösing	Pfösing 2122, Austria	48.397687100000006	16.442172199999998
2122	Riedenthal	Riedenthal 2122, Austria	48.4098219	16.5138679
2122	Ulrichskirchen-Schleinbach	Ulrichskirchen-Schleinbach 2122, Austria	48.39399365184981	16.473467235393155
2123	Hautzendorf	Hautzendorf 2123, Austria	48.448083700000005	16.4944372
2123	Kronberg	Kronberg 2123, Austria	48.4205626	16.5135833
2123	Schleinbach	Schleinbach 2123, Austria	48.420017	16.4765378
2123	Traunfeld	Traunfeld 2123, Austria	48.4424731	16.5197065
2123	Unterolberndorf	Unterolberndorf 2123, Austria	48.435302899999996	16.478707699999998
2123	Wolfpassing a.d.Hochleithen	Wolfpassing a.d.Hochleithen 2123, Austria	48.4508809	16.529785999999998
2124	Kreuzstetten	Kreuzstetten 2124, Austria	48.4881969	16.480665719218873
2124	Niederkreuzstetten	Niederkreuzstetten 2124, Austria	48.480401799999996	16.478604
2125	Hochleithen	Hochleithen 2125, Austria	48.4542835	16.529773888750366
2125	Kreuzstetten	Kreuzstetten 2125, Austria	48.4881969	16.480665719218873
2125	Ladendorf	Ladendorf 2125, Austria	48.5340266	16.4883355
2125	Niederkreuzstetten	Niederkreuzstetten 2125, Austria	48.4778016	16.477454
2126	Ladendorf	Ladendorf 2126, Austria	48.532755	16.4928041
2130	Eibesthal	Eibesthal 2130, Austria	48.5974529	16.605555900000002
2130	Mistelbach	Mistelbach 2130, Austria	48.569453499999995	16.572032699999998
2130	Wilfersdorf	Wilfersdorf 2130, Austria	48.59591845	16.663225654008
2132	Mistelbach	Mistelbach 2132, Austria	48.63210510682477	16.510142932623502
2133	Fallbach	Fallbach 2133, Austria	48.655365100000004	16.413929
2133	Laa an der Thaya	Laa an der Thaya 2133, Austria	48.7218933	16.3916766
2134	Staatz	Staatz 2134, Austria	48.6767592	16.4861709
2134	Staatz-Kautendorf	Staatz-Kautendorf 2134, Austria	48.675345	16.499627
2135	Kirchstetten	Kirchstetten 2135, Austria	48.18279005	15.817918073894957
2135	Laa an der Thaya	Laa an der Thaya 2135, Austria	48.7218933	16.3916766
2135	Neudorf im Weinviertel	Neudorf im Weinviertel 2135, Austria	48.73425645	16.48908420289085
2135	Poysdorf	Poysdorf 2135, Austria	48.667892200000004	16.6291796
2135	Zlabern	Zlabern 2135, Austria	48.7154765	16.531173000000006
2136	Laa an der Thaya	Laa an der Thaya 2136, Austria	48.7218933	16.3916766
2136	Neudorf im Weinviertel	Neudorf im Weinviertel 2136, Austria	48.73425645	16.48908420289085
2141	Ameis	Ameis 2141, Austria	48.669813700000006	16.538076800000002
2141	Poysdorf	Poysdorf 2141, Austria	48.667892200000004	16.6291796
2143	Großkrut	Großkrut 2143, Austria	48.6442374	16.7246208
2144	Altlichtenwarth	Altlichtenwarth 2144, Austria	48.647372999999995	16.7950882
2145	Hausbrunn	Hausbrunn 2145, Austria	48.627594	16.828202899999997
2151	Asparn an der Zaya	Asparn an der Zaya 2151, Austria	48.5860906	16.4970589
2152	Gnadendorf	Gnadendorf 2152, Austria	48.6151094	16.3975971
2153	Stronsdorf	Stronsdorf 2153, Austria	48.6513414	16.2972212
2154	Gaubitsch	Gaubitsch 2154, Austria	48.651711299999995	16.382297
2154	Unterstinkenbrunn	Unterstinkenbrunn 2154, Austria	48.6667409	16.3456622
2161	Poysbrunn	Poysbrunn 2161, Austria	48.7193088	16.6287778
2162	Falkenstein	Falkenstein 2162, Austria	48.721269899999996	16.584700299999998
2163	Ottenthal	Ottenthal 2163, Austria	48.7611135	16.5774582
2163	Wildendürnbach	Wildendürnbach 2163, Austria	48.7562532	16.5012815
2164	Wildendürnbach	Wildendürnbach 2164, Austria	48.7562532	16.5012815
2165	Drasenhofen	Drasenhofen 2165, Austria	48.75443012986529	16.637075208860022
2170	Kleinhadersdorf	Kleinhadersdorf 2170, Austria	48.6643586	16.5908744
2170	Poysdorf	Poysdorf 2170, Austria	48.66836	16.630448
2171	Herrnbaumgarten	Herrnbaumgarten 2171, Austria	48.697113200000004	16.6838
2172	Schrattenberg	Schrattenberg 2172, Austria	48.7242127	16.7221202
2181	Palterndorf-Dobermannsdorf	Palterndorf-Dobermannsdorf 2181, Austria	48.608003100000005	16.8242117
2182	Palterndorf-Dobermannsdorf	Palterndorf-Dobermannsdorf 2182, Austria	48.608003100000005	16.8242117
2183	Neusiedl an der Zaya	Neusiedl an der Zaya 2183, Austria	48.6004802	16.7888478
2184	Hauskirchen	Hauskirchen 2184, Austria	48.6139237	16.7597613
2185	Prinzendorf an der Zaya	Prinzendorf an der Zaya 2185, Austria	48.6003283	16.717292
2185	Rannersdorf an der Zaya	Rannersdorf an der Zaya 2185, Austria	48.603396000000004	16.7165943
2185	Wilfersdorf	Wilfersdorf 2185, Austria	48.59591845	16.663225654008
2191	Gaweinstal	Gaweinstal 2191, Austria	48.4779777	16.5895025
2192	Mistelbach	Mistelbach 2192, Austria	48.56240810619962	16.65446712755733
2193	Poysdorf	Poysdorf 2193, Austria	48.667892200000004	16.6291796
2193	Wilfersdorf	Wilfersdorf 2193, Austria	48.59591845	16.663225654008
2201	Gerasdorf	Gerasdorf 2201, Austria	48.294579	16.4679227
2201	Hagenbrunn	Hagenbrunn 2201, Austria	48.3327348	16.40673
2201	Seyring	Seyring 2201, Austria	48.33186360000001	16.489818615585232
2202	Enzersfeld	Enzersfeld 2202, Austria	48.3614175	16.4262364
2202	Hagenbrunn	Hagenbrunn 2202, Austria	48.3327348	16.40673
2203	Eibesbrunn	Eibesbrunn 2203, Austria	48.3606806	16.4922481
2203	Großebersdorf	Großebersdorf 2203, Austria	48.3640057	16.4706629
2203	Manhartsbrunn	Manhartsbrunn 2203, Austria	48.387219200000004	16.4294923
2203	Putzing	Putzing 2203, Austria	48.3702506	16.4486603
2211	Pillichsdorf	Pillichsdorf 2211, Austria	48.3645929	16.5407442
2212	Groß-Engersdorf	Groß-Engersdorf 2212, Austria	48.357889	16.5707939
2213	Bockfließ	Bockfließ 2213, Austria	48.359705700000006	16.6037241
2214	Auersthal	Auersthal 2214, Austria	48.3732892	16.635714800000002
2215	Matzen-Raggendorf	Matzen-Raggendorf 2215, Austria	48.39409598701458	16.658085243492028
2221	Groß-Schweinbarth	Groß-Schweinbarth 2221, Austria	48.41497929999999	16.6345029
2222	Bad Pirawarth	Bad Pirawarth 2222, Austria	48.44329555	16.597113501960937
2223	Gaweinstal	Gaweinstal 2223, Austria	48.4779777	16.5895025
2223	Hohenruppersdorf	Hohenruppersdorf 2223, Austria	48.4642356	16.6508678
2223	Matzen-Raggendorf	Matzen-Raggendorf 2223, Austria	48.400566	16.6941675
2224	Sulz im Weinviertel	Sulz im Weinviertel 2224, Austria	48.494324299999995	16.6782124
2225	Zistersdorf	Zistersdorf 2225, Austria	48.5447465	16.762137900000003
2230	Gänserndorf	Gänserndorf 2230, Austria	48.34041320000001	16.7184526
2231	Bockfließ	Bockfließ 2231, Austria	48.360083	16.602909699999998
2231	Strasshof an der Nordbahn	Strasshof an der Nordbahn 2231, Austria	48.3189487	16.6429437
2232	Aderklaa	Aderklaa 2232, Austria	48.27849485	16.530914702155258
2232	Deutsch-Wagram	Deutsch-Wagram 2232, Austria	48.295987200000006	16.556845199999998
2232	Parbasdorf	Parbasdorf 2232, Austria	48.274668299999995	16.591569150142462
2241	Schönkirchen-Reyersdorf	Schönkirchen-Reyersdorf 2241, Austria	48.3740527	16.6897223
2242	Prottes	Prottes 2242, Austria	48.386038	16.7391052
2243	Matzen-Raggendorf	Matzen-Raggendorf 2243, Austria	48.400566	16.6941675
2244	Spannberg	Spannberg 2244, Austria	48.4647761	16.7390131
2245	Velm-Götzendorf	Velm-Götzendorf 2245, Austria	48.4698035	16.7855794
2251	Ebenthal	Ebenthal 2251, Austria	48.4372037	16.7862432
2252	Angern an der March	Angern an der March 2252, Austria	48.40079635	16.807894972465604
2253	Weikendorf	Weikendorf 2253, Austria	48.3442483	16.7668257
2261	Angern an der March	Angern an der March 2261, Austria	48.39138	16.840405
2261	Mannersdorf an der March	Mannersdorf an der March 2261, Austria	48.391865700000004	16.839855899999996
2262	Angern an der March	Angern an der March 2262, Austria	48.40079635	16.807894972465604
2263	Dürnkrut	Dürnkrut 2263, Austria	48.4721408	16.848716500000002
2263	Waidendorf	Waidendorf 2263, Austria	48.464500799999996	16.8245237
2264	Jedenspeigen	Jedenspeigen 2264, Austria	48.4993469	16.870908899999996
2264	Sierndorf an der March	Sierndorf an der March 2264, Austria	48.511942100000006	16.8865013
2265	Drösing	Drösing 2265, Austria	48.5401579	16.9013391
2265	Waltersdorf an der March	Waltersdorf an der March 2265, Austria	48.529565500000004	16.8870163
2272	Ringelsdorf-Niederabsdorf	Ringelsdorf-Niederabsdorf 2272, Austria	48.5585593	16.8458393
2273	Hohenau an der March	Hohenau an der March 2273, Austria	48.6064895	16.9020685
2274	Rabensburg	Rabensburg 2274, Austria	48.652798	16.903567000000002
2275	Bernhardsthal	Bernhardsthal 2275, Austria	48.6916576	16.8699891
2276	Katzelsdorf	Katzelsdorf 2276, Austria	47.76804885	16.276906128219647
2276	Reintal	Reintal 2276, Austria	48.70119329999999	16.825567899999996
2280	Glinzendorf	Glinzendorf 2280, Austria	48.24703695	16.644092763432585
2281	Raasdorf	Raasdorf 2281, Austria	48.2471795	16.5640326
2282	Großhofen	Großhofen 2282, Austria	48.2587443	16.620008900000002
2282	Markgrafneusiedl	Markgrafneusiedl 2282, Austria	48.28104895	16.637613201558082
2283	Obersiebenbrunn	Obersiebenbrunn 2283, Austria	48.265184399999995	16.7086736
2284	Untersiebenbrunn	Untersiebenbrunn 2284, Austria	48.256553600000004	16.7426183
2285	Leopoldsdorf im Marchfelde	Leopoldsdorf im Marchfelde 2285, Austria	48.21506465	16.70750333586126
2286	Haringsee	Haringsee 2286, Austria	48.193385299999996	16.784139399999997
2291	Lassee	Lassee 2291, Austria	48.223418	16.826073
2291	Schönfeld im Marchfeld	Schönfeld im Marchfeld 2291, Austria	48.2655674	16.8034986
2292	Engelhartstetten	Engelhartstetten 2292, Austria	48.180254100000006	16.8807717
2293	Marchegg	Marchegg 2293, Austria	48.2778951	16.909788199999998
2294	Breitensee	Breitensee 2294, Austria	48.243270200000005	16.8790926
2294	Engelhartstetten	Engelhartstetten 2294, Austria	48.1811534	16.8837453
2294	Marchegg	Marchegg 2294, Austria	48.2778951	16.909788199999998
2295	Weiden an der March	Weiden an der March 2295, Austria	48.3166581	16.84487175955956
2301	Andlersdorf	Andlersdorf 2301, Austria	48.178118	16.6670298
2301	Groß-Enzersdorf	Groß-Enzersdorf 2301, Austria	48.1849148	16.600622810462188
2301	Wien	Wien 2301, Austria	48.2083537	16.372504199999998
2304	Eckartsau	Eckartsau 2304, Austria	48.1459812	16.796614899999998
2304	Mannsdorf an der Donau	Mannsdorf an der Donau 2304, Austria	48.1526953	16.660625500000002
2304	Orth an der Donau	Orth an der Donau 2304, Austria	48.1460717	16.7036486
2305	Eckartsau	Eckartsau 2305, Austria	48.1459812	16.796614899999998
2320	Mannswörth	Mannswörth 2320, Austria	48.1453524	16.5206913
2320	Rannersdorf	Rannersdorf 2320, Austria	48.131175	16.4672957
2320	Rauchenwarth	Rauchenwarth 2320, Austria	48.0873725	16.522705082692312
2320	Schwechat	Schwechat 2320, Austria	48.139743599999996	16.4780312
2322	Zwölfaxing	Zwölfaxing 2322, Austria	48.1098611	16.461575
2325	Himberg	Himberg 2325, Austria	48.07023185	16.447368939719947
2326	Lanzendorf	Lanzendorf 2326, Austria	48.11197585	16.435007250510658
2326	Maria-Lanzendorf	Maria-Lanzendorf 2326, Austria	48.1004148	16.420388273852907
2331	Vösendorf	Vösendorf 2331, Austria	48.11933165	16.336813172952453
2332	Hennersdorf	Hennersdorf 2332, Austria	48.11390425	16.369216091308893
2333	Leopoldsdorf	Leopoldsdorf 2333, Austria	48.109891999999995	16.400239044969386
2334	Vösendorf	Vösendorf 2334, Austria	48.11933165	16.336813172952453
2340	Maria Enzersdorf	Maria Enzersdorf 2340, Austria	48.09334395000001	16.272160513232826
2340	Mödling	Mödling 2340, Austria	48.084809	16.283203699999998
2344	Maria Enzersdorf	Maria Enzersdorf 2344, Austria	48.09334395000001	16.272160513232826
2345	Brunn am Gebirge	Brunn am Gebirge 2345, Austria	48.10709310000001	16.2836918
2351	Biedermannsdorf	Biedermannsdorf 2351, Austria	48.08654335	16.34627880852978
2351	Guntramsdorf	Guntramsdorf 2351, Austria	48.04717635	16.32019634126145
2351	Laxenburg	Laxenburg 2351, Austria	48.0686831	16.3561206
2351	Wiener Neudorf	Wiener Neudorf 2351, Austria	48.0885947	16.318448723546133
2352	Gumpoldskirchen	Gumpoldskirchen 2352, Austria	48.044152200000006	16.279448199999997
2353	Gumpoldskirchen	Gumpoldskirchen 2353, Austria	48.0455015	16.277990300000003
2353	Guntramsdorf	Guntramsdorf 2353, Austria	48.04717635	16.32019634126145
2361	Laxenburg	Laxenburg 2361, Austria	48.0686831	16.3561206
2362	Biedermannsdorf	Biedermannsdorf 2362, Austria	48.08654335	16.34627880852978
2371	Hinterbrühl	Hinterbrühl 2371, Austria	48.08028145	16.23908206818182
2372	Gießhübl	Gießhübl 2372, Austria	48.0977102	16.2377761
2380	Perchtoldsdorf	Perchtoldsdorf 2380, Austria	48.116936300000006	16.25596838013486
2380	Wien	Wien 2380, Austria	48.2083537	16.372504199999998
2381	Laab im Walde	Laab im Walde 2381, Austria	48.1541308	16.1789893
2381	Wolfsgraben	Wolfsgraben 2381, Austria	48.15402395	16.114644791293287
2384	Breitenfurt bei Wien	Breitenfurt bei Wien 2384, Austria	48.134911100000004	16.1697481
2391	Kaltenleutgeben	Kaltenleutgeben 2391, Austria	48.1186454	16.207234900000003
2392	Dornbach	Dornbach 2392, Austria	48.0835003	16.1345012
2392	Grub	Grub 2392, Austria	48.087891299999995	16.093710526762248
2392	Stangau	Stangau 2392, Austria	48.1058719	16.1314427
2392	Sulz im Wienerwald	Sulz im Wienerwald 2392, Austria	48.1008317	16.1374028
2392	Wienerwald	Wienerwald 2392, Austria	48.0974907	16.09836134199331
2392	Wöglerin	Wöglerin 2392, Austria	48.114656700000005	16.1274954
2393	Hinterbrühl	Hinterbrühl 2393, Austria	48.08028145	16.23908206818182
2393	Sittendorf	Sittendorf 2393, Austria	48.0757208	16.163082199999998
2401	Fischamend	Fischamend 2401, Austria	48.1186709	16.610330986877536
2402	Haslau an der Donau	Haslau an der Donau 2402, Austria	48.1169089	16.7150408
2402	Maria Ellend	Maria Ellend 2402, Austria	48.1115223	16.6856133
2403	Scharndorf	Scharndorf 2403, Austria	48.0939365	16.796233800000003
2404	Petronell-Carnuntum	Petronell-Carnuntum 2404, Austria	48.11096895	16.856701752148087
2405	Bad Deutsch-Altenburg	Bad Deutsch-Altenburg 2405, Austria	48.1341577	16.905947199999996
2405	Hundsheim	Hundsheim 2405, Austria	48.118672	16.9390072
2410	Hainburg a.d. Donau	Hainburg a.d. Donau 2410, Austria	48.14661029999999	16.942245899999996
2412	Wolfsthal	Wolfsthal 2412, Austria	48.13378839999999	17.018635739567262
2413	Berg	Berg 2413, Austria	48.120709999999995	17.060668
2413	Edelstal	Edelstal 2413, Austria	48.0992101	16.9884234
2421	Kittsee	Kittsee 2421, Austria	48.091658100000004	17.065661399999996
2422	Pama	Pama 2422, Austria	48.0475274	17.0345579
2423	Deutsch Jahrndorf	Deutsch Jahrndorf 2423, Austria	48.011688799999995	17.1069611
2424	Zurndorf	Zurndorf 2424, Austria	47.9820518	17.004998
2425	Nickelsdorf	Nickelsdorf 2425, Austria	47.940301899999994	17.066176300000002
2431	Enzersdorf an der Fischa	Enzersdorf an der Fischa 2431, Austria	48.0830865	16.607360800000002
2431	Klein-Neusiedl	Klein-Neusiedl 2431, Austria	48.0960336	16.592317814191713
2432	Schwadorf	Schwadorf 2432, Austria	48.0693914	16.574961
2433	Margarethen am Moos	Margarethen am Moos 2433, Austria	48.0468833	16.6033897
2434	Götzendorf an der Leitha	Götzendorf an der Leitha 2434, Austria	48.013378700000004	16.580312900000003
2434	Mannersdorf a.Leithagebirge	Mannersdorf a.Leithagebirge 2434, Austria	47.97193565	16.595637432185445
2434	Pischelsdorf	Pischelsdorf 2434, Austria	48.0055349	16.5680918
2434	Sommerein	Sommerein 2434, Austria	47.991832	16.657949900000002
2435	Ebergassing	Ebergassing 2435, Austria	48.0466946	16.5202171
2435	Götzendorf an der Leitha	Götzendorf an der Leitha 2435, Austria	48.0302026	16.565324175959372
